English Language Name	Alternate Language Name	ISO code	ROD code	Variant code	URL	Country(ies)	NT PDF count	NT Audio count	NT Partial PDF count	NT Partial Audio count	NT PDF Whole count	NT Audio Whole count	OT PDF count	OT Audio count	OT Partial PDF count	OT Partial Audio count	OT PDF Whole count	OT Audio Whole count	Bible PDF count	Bible Audio count	Scriture App Builder HTML	Google Play (Android app)	Android App (SE version)	Buy	BibleIs	YouVersion	Bibles.org	GRN	GoBible	MySword (Android)	Playlist Audio	Jesus Film (SE and YouTube)	Luke Vidoe	John Video	Acts Video	Genesis Video	God's Story Video	The Good Samaritan Video	Magdalena Video	John Animation Video	Scripture Animation Video	The Last Day Video	Jesus/Children Video	History	5fish	iTunes	Maps	
Nanai	Gold, Goldi, Heche, Hezhe, Hezhen, Nanaj, Qileng, Sungari, Kilen, Kili, Kirin, Qile’en, Goldi, Hezhe, Hezhen, Juchen, Nanay, Sushen, Akani, Birar, Kila, Kuro-Urmi, Samagir, Sunggari, Torgon, Ussuri, Heche, Nanaj	gld			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gld	China, Russia															1																											
Nangjere	Bolo, Kwale, Mire, Nancere du Centre, Nancere, Nanchere, Nangcere, Nangtchere, Nanjeri, Nantcere	nnc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nnc	Chad															1				https://live.bible.is/bible/NNCFUL/mat/1							https://www.scriptureearth.org/data/nnc/video/JESUSFilm-nnc.txt																
Nangnda	Bedjond, Bébote, Yom, Bediondo, Bediondo Mbai, Bedjondo, Bédjonde, Mbay Bediondo, Mbay Bejondo	bjv			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=bjv	Chad															1																											
Nanti		cox			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=cox	Peru															1							Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/14713																				
Napu	Pekurehua	npy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=npy	Indonesia															1											https://www.scriptureearth.org/data/npy/video/JESUSFilm-npy.txt																
Naro	||Ai||e, ||Ai||en, ||Aikwe, ||Aisan, |Aikwe, Nharo, Nharon, Nhauru, Nhaurun, N|hai-Ntse’e, Qabekhoe, Ts’ao, !Kabbakwe, N||hai, Qabekho, Ts’aokhoe, Tsaokhwe, Tsaukwe, Nharo, Nharon, Nhauru, Nhaurun, |Aikwe, ||Aikwe, ||Aisan, ||Ai||en	nhr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nhr	Botswana, Namibia	27				1										1			New Testament (Virtual Storehouse): http://virtualstorehouse.org/naro-nt-nhr			Bibles.org: https://bibles.org/nhr-NNT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/nhr		 nhr.bbl.mybible																	languages of Botswana: http://www.ethnologue.com/map/BW ## languages of Namibia: http://www.ethnologue.com/map/NA	
Naskapi	Innu Aimun, Iyuw Iyimuuun, Eastern Naskapi, Western Naskapi, Kawawachikamach, Mushua Innu, Natuashish, Iyuw Imuun, Naaskaapii iyuw iyimuuun, Naskapi Innu	nsk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nsk	Canada	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.nsk.naskapi.bible	https://www.scriptureearth.org/data/nsk/study/nsk_Naskapi_Bible-4.7.apk	New Testament (The Canadian Bible Society): http://www.biblescanada.com/catalog/1769.htm	https://live.bible.is/bible/NSKNNT/mat/1											https://www.scriptureearth.org/data/nsk/video/GenesisVideo-video-YouTube-PHP-required-nsk.txt											languages of Canada: http://www.ethnologue.com/map/CA___	
Nasu, Eastern	Luquan Naso, Wuding Naisu, Yi, Wuding-Luquan, Black Yi, Dian Dongbei Yi, Hei Yi, Nasu, Nasupho, Wu-Lu Yi	ywq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ywq	China															1																		https://www.scriptureearth.org/data/ywq/video/Magdalena-ywq.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/nasu-eastern.html					
Nateni	Kunteni, Okoni, Tayari, Kuntemba, Natemba, Natimba, Okoma, Tayaba, Naténi, Naàteǹni	ntm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ntm	Benin			100						100						1				https://live.bible.is/bible/NTMWBT/Mat/1												https://www.scriptureearth.org/data/ntm/video/GodsStory-ntm.txt										languages of Benin: http://www.ethnologue.com/map/BJ	
Nauruan	Nauru, dorerin Naoero	nau			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nau	Nauru															1																											
Navajo	Navaho, Diné, Diné Bizaad, Naabeehó bizaad	nav			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nav	United States															1				https://live.bible.is/bible/NAVABS/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1098/MAT.1		Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/45				https://www.scriptureearth.org/data/nav/video/JESUSFilm-nav.txt															languages of Southwestern United States: http://www.ethnologue.com/map/US_sw	
Nawdm	Naoudem, Naudm, Nawdam, Central Nawdm, East Nawdm, West Nawdm, Baga, Bana’, Koka, Niamtougou, Siou Canton, Tenega, Losso, Losu	nmz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nmz	Ghana, Togo			100						100						1				https://live.bible.is/bible/NMZWSB/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/nmz				https://www.scriptureearth.org/data/nmz/video/JESUSFilm-nmz.txt															languages of Togo: http://www.ethnologue.com/map/TG	
Nawuri		naw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=naw	Ghana															1					Bible.com (YouVersion) Ɩbwaarɛ Katɔwɛ Kyula Pʋpwɛ (NAW): https://www.bible.com/bible/1836/MAT.1																						
Naxi	Lapao, Lijiang, Ludian, Lomi, Mu, Nahsi, Nakhi, Naqxi, Nasi	nxq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nxq	China															1																											
Nchane	Ncane, Nchaney, Nchanti, Ntshanti, Mungong, Mungom, Cane, Nchaney, Nchanti, Ntshanti	ncr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ncr	Cameroon															1							Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/6266					https://www.scriptureearth.org/data/ncr/video/LukeVideo-ncrN.txt														languages of Central Cameroon: http://www.ethnologue.com/map/CM_c	
Ndamba	Kindamba	ndj			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ndj	Tanzania															1											https://www.scriptureearth.org/data/ndj/video/JESUSFilm-ndj.txt																
Ndau	Danda, Dondo, Gova, Shanga, Changa, Chibabava, Chichanga, Chisenji, Chixanga, Cidanda, Cidondo, Cigova, Cimashanga, Cindanda, Cindau, Mashanga, Ndanda, Senji, Vadanda, Wadondo, Watande, Xanga, ChiNdau, Chindau, Ndzawu, Njao, Sofala, Southeast Shona, chiNdau, Garwe, Tonga, Abatonga, Atonga, Batoka, Batonga, Watonga	ndc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ndc	Mozambique, Zimbabwe															1											https://www.scriptureearth.org/data/ndc/video/JESUSFilm-ndc.txt																
Ndebele, Southern	Ndebele, IsiNdebele, Isikhethu, Ndzundza, Nrebele, Southern Ndebele, Transvaal Ndebele, isiNdebele	nbl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nbl	South Africa															1																											
Ndebele, Zimbabwe	Ndebele, Isinde’bele, Northern Ndebele, Sindebele, Tabele, Tebele, isiNdebele, Ndebele of Zimbabwe	nde			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nde	Botswana, Zimbabwe															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/ndebele-bibles/	https://live.bible.is/bible/NDEBSZ/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1626/MAT.1						https://www.scriptureearth.org/data/nde/video/JESUSFilm-nde.txt							https://www.scriptureearth.org/data/nde/video/Magdalena-nde.txt									
Ndogo	Co Ndogo	ndz			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ndz	South Sudan															1																											
Ndola	Ndoola, Ndoro, Njoyame, Nundoro	ndr			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ndr	Cameroon, Nigeria															1																											
Ndonga	Eunda Kolonkadhi, Kwaludhi, Ngandyera, Ambo, Ochindonga, Oshindonga, Oshiwambo, Osindonga, Otjiwambo, Owambo	ndo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ndo	Namibia															1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/ndonga-bibles/		Bible.com (YouVersion): https://www.bible.com/bible/372/MAT.1	Bibles.org: https://bibles.org/ndo-ONDB/Matt/1																					
Ndruna	Ngiti, Ngiti-Ndruna, Bindi, Dru, Druna, Kingeti, Kingiti, Lendu-Sud, Ngeti	niy			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=niy	Democratic Republic of the Congo															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.scriptureearth.niy.nt.apk			https://live.bible.is/bible/NIYWYI/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/1431/MAT.1		Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/1298				https://www.scriptureearth.org/data/niy/video/JESUSFilm-niy.txt				https://www.scriptureearth.org/data/niy/video/GenesisVideo-niy.txt											languages of Democratic Republic of the Congo: http://www.ethnologue.com/map/BICDRW_n	
Nehan	Nihan, Nissan, Pinipel, Sirouatan, Uanuleik, Pinipin, Nissan	nsn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nsn	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.nsn.nehan.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/nehan-nt-nsn	https://live.bible.is/bible/NSNWBT/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/428/MAT.1			NehanNT.jar	 nsn.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_13	
Nek	East Nek, West Nek	nif			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nif	Papua New Guinea															1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.nif.nek.pnt																									languages of Papua New Guinea: http://www.ethnologue.com/map/PG_11	
Nembe	Akassa, Ijo, Akaha, Nimbe, Ijo, Southeast, Brass Ijo, Brass-Nembe, Ijaw, Nembe-Akassa	ijs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ijs	Nigeria															1																											
Nenets	Nenec, Nenetsy, Nentse, Yurak, Yurak Samoyed, Forest Yurak, Tundra Yurak, Nenetsy, Nentse, Yurak, Yurak Samoyed	yrk			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=yrk	Russia															1	Android app - Bible (Google Play Store): https://play.google.com/store/apps/details?id=org.ibt.nenets.numpadar.sab																										
Nepali		nep			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nep	Nepal															1																											
Nepali	Eastern Pahadi, Gorkhali, Gurkhali, Khaskura, Nepalese,, Eastern Pahari, Gorkhali, Gurkhali, Khaskura, Lhotshammikha, Nepalese, Parbatiya, Palpa, Acchami, Baitadeli, Bajhangi, Bajureli, Bheri, Dadeldhuri, Dailekhi, Darchuleli, Gandakeli, Humli, Purbeli, Soradi, Bajura, Bajurali, Darchulali, Darjula, Parbate	npi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=npi	Bhutan, India, Nepal			100						100						1			Bible (ZakBijbelBond): https://www.zakbijbelbond.nl/en/nepali-bibles/				Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/npi				https://www.scriptureearth.org/data/npi/video/JESUSFilm-npi.txt							https://www.scriptureearth.org/data/npi/video/Magdalena-npi.txt				https://www.jesusfilm.org/watch/jfp-interests-student-resources.html/the-story-of-jesus-for-children/nepali.html					
New Zealand Sign Language	NZSL	nzs			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nzs	New Zealand															1																											
Newar	Newa Bhaye, Newaah Bhaae, Newaah Bhaaye, Newal Bhaye, Newaah Bhaae, Badikhel Pahari, Baglung, Balami, Bhaktapur, Citlang, Dolkhali, Gopali, Kathmandu-Patan-Kirtipur, Pyang Gaon, Sindhupalchok Pahari, Totali, Dolakha, Gamal, Pahri, Pihi, Newaah Bhaaye, Newah, Newal Bhaye	new			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=new	India, Nepal	27				1		2		2						1				https://live.bible.is/bible/NEWNCL/MAT/1							https://www.scriptureearth.org/data/new/video/JESUSFilm-new.txt																
Ngäbere	Chiriqui, Guaymí, Ngobere, Valiente, Guaymí, Nove, Eastern Guaymí, Valiente, Chiriquí, Tolé, Ngobere, Ngäbe	gym			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=gym	Costa Rica, Panama	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.gym.pb.apk		New Testament (Virtual Storehouse): http://virtualstorehouse.org/ngabere-nt-gym	https://live.bible.is/bible/GYMWBT/Mat/1	Bible.com (YouVersion): https://www.bible.com/bible/601/MAT.1	Bibles.org: https://bibles.org/gym-GYMNT/Matt/1	Audio recordings (Global Recordings Network): http://globalrecordings.net/en/program/C04260		 gym.bbl.mybible		https://www.scriptureearth.org/data/gym/video/JESUSFilm-gym.txt				https://www.scriptureearth.org/data/gym/video/GenesisVideo-gym.txt												
Ngaju	Ba’amang, Kahayan, Kahayan Kapuas, Katingan Ngaju, Katingan Ngawa, Mantangai, Pulopetak, Bara-Bare, Oloh Mangtangai, Sampit, Biadju, Dayak Ngaju, Ngadju, Ngaja, Ngaju Dayak, Southwest Barito	nij			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nij	Indonesia															1											https://www.scriptureearth.org/data/nij/video/JESUSFilm-nij.txt																
Ngambay	Gamb-Lai, Gamba, Gambai, Gambaye, Ngambai, Sara, Sara Ngambai, Bemar, Benoye, Kere, Lara, Murum, Daba de Goré, Mouroum, Gamblai, Sara-Ngambay	sba			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=sba	Cameroon, Chad															1											https://www.scriptureearth.org/data/sba/video/JESUSFilm-sba.txt																
Ngamo	Gamawa, Gamo, Ngamawa	nbh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nbh	Nigeria															1																											
Nganasan	Nya, Tavgi Samoyed, Avam, Khatang, West Nganasan, Tavgi Samoyed	nio			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nio	Russia															1																											
Ngando	Bongando, Longandu, Ngandu	nxd			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nxd	Democratic Republic of the Congo															1																											
Ngas	Hill Angas, Plain Angas, Angas, Karang, Kerang	anc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=anc	Nigeria															1																											
Ngbaka	Ngbaka Gbaya, Ngbaka Minagende, Ngbaka Minagende	nga			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nga	Congo, Democratic Republic of the Congo															1							Audio recordings (Global Recordings Network): http://globalrecordings.net/en/language/1370				https://www.scriptureearth.org/data/nga/video/JESUSFilm-nga.en.txt	https://www.scriptureearth.org/data/nga/video/LukeVideo-nga.txt			https://www.scriptureearth.org/data/nga/video/GenesisVideo-nga.txt											languages of Northern Democratic Republic of Congo: http://www.ethnologue.com/map/BICDRW_n ## languages of Congo: http://www.ethnologue.com/map/CG	
Ngbandi, Northern	Baza, Mongwandi, Ngbandi, Ngbandi du Nord, Ngwandi	ngb			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ngb	Democratic Republic of the Congo															1											https://www.scriptureearth.org/data/ngb/video/JESUSFilm-ngb.txt																
Ngbugu	Ngbougou, Ngubu, Banda, South Central, Langba, Lagba	lnl			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=lnl	Central African Republic, Democratic Republic of the Congo															1																											
Nggem		nbq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nbq	Indonesia															1																											
Ngiemboon	Balatchi, Balessing, Bamougong, Bangang, Batang, Batcham, Bamileke-Ngiemboon, Bamileke-Ngyemboon, Nguemba, Ngyemboon, Shwoge	nnh			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nnh	Cameroon															1											https://www.scriptureearth.org/data/nnh/video/JESUSFilm-nnh.txt																
Ngindo	Cingindo, Gindo, Kingindo, Magingo, Njindo, Njinjo	nnq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nnq	Tanzania															1											https://www.scriptureearth.org/data/nnq/video/JESUSFilm-nnq.txt																
Ngizim	Ngezzim, Ngizmawa	ngi			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ngi	Nigeria															1																											
Ngochang	Husa, Lianghe, Longchuan, Luxi, Chintaw, Xiandao, Achang, Acang, Ach’ang, Achung, Ahchan, Atsang, Maingtha, Mönghsa, Ngac’ang, Ngacang, Ngachang, Ngatsang, Ngo Chang, Anchan, Chung, Manmaw, Tai Sa’	acn			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=acn	China, Myanmar															1																											
Ngomba	Babete, Bamendjinda, Bamendjo, Bamenkumbo, Bamesso, Bamete, Bamileke-Ngomba, Cú-Mbɔ́ndaa, Nda’a, Ndaa	jgo			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=jgo	Cameroon															1																											
Ngombale	Babadjou, Bamessingue, Bassing, Basso, Nchobela, Bamileke-Ngombale	nla			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nla	Cameroon															1																											
Ngombe	Doko, Libale, Bale, Wiindza-Baali, Lingombe	ngc			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ngc	Democratic Republic of the Congo															1																											
Nguu	Ngulu, Geja, Kingulu, Nguru, Wayomba	ngp			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=ngp	Tanzania															1											https://www.scriptureearth.org/data/ngp/video/JESUSFilm-ngp.txt																
Nias	Central Nias, North Nias, Northwest Nias, South Nias, West Nias, Gunung Sitoli, Nias Selatan, Batu, Li Nias, Niha	nia			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nia	Indonesia															1											https://www.scriptureearth.org/data/nia/video/JESUSFilm-nia.txt																
Nicobarese, Car	Car, Pu	caq			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=caq	India															1																											
Nigerian Pidgin	Benin Pidgin, Cross River Pidgin, Delta Pidgin, Lagos Pidgin, Pidgin, Nigerian, Anglo-Nigerian Pidgin, Broken English, Brokin, Brokun, Naijá, Nigerian Creole English, Nigerian Pidgin English, Pidgin	pcm			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=pcm	Nigeria															1											https://www.scriptureearth.org/data/pcm/video/JESUSFilm-pcm.txt																
Nii	Ek Nii	nii			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nii	Papua New Guinea	27				1										1	Android app (Google Play Store): https://play.google.com/store/apps/details?id=org.wycliffe.nii.nii.nt		New Testament (Virtual Storehouse): http://virtualstorehouse.org/nii-nt-nii	https://live.bible.is/bible/NIIWBT/Mat/1			Audio recordings (Global Recordings Network): http://globalrecordings.net/en/langcode/nii		 nii.bbl.mybible																	languages of Papua New Guinea: http://www.ethnologue.com/map/PG_09	
Nimoa	Nimowa, Sabal, Saisai, Rifao	nmw			https://www.scriptureearth.org/00i-Scripture_Index.php?sortby=lang&name=nmw	Papua New Guinea															1																											
